,Close
2025-03-11 00:00:00+00:00,73.114395
2025-03-12 00:00:00+00:00,73.11458
2025-03-13 00:00:00+00:00,73.11476
2025-03-14 00:00:00+00:00,73.114944
2025-03-17 00:00:00+00:00,73.11513
2025-03-18 00:00:00+00:00,73.11531
2025-03-19 00:00:00+00:00,73.115486
2025-03-20 00:00:00+00:00,73.11566
2025-03-21 00:00:00+00:00,73.11584
2025-03-24 00:00:00+00:00,73.11601
2025-03-25 00:00:00+00:00,73.11619
2025-03-26 00:00:00+00:00,73.116356
2025-03-27 00:00:00+00:00,73.11653
2025-03-28 00:00:00+00:00,73.11669
2025-03-31 00:00:00+00:00,73.11686
2025-04-01 00:00:00+00:00,73.11703
2025-04-02 00:00:00+00:00,73.117195
2025-04-03 00:00:00+00:00,73.117355
2025-04-04 00:00:00+00:00,73.117516
2025-04-07 00:00:00+00:00,73.117676
2025-04-08 00:00:00+00:00,73.117836
2025-04-09 00:00:00+00:00,73.118
2025-04-10 00:00:00+00:00,73.11815
2025-04-11 00:00:00+00:00,73.11831
2025-04-14 00:00:00+00:00,73.11846
2025-04-15 00:00:00+00:00,73.118614
2025-04-16 00:00:00+00:00,73.11876
2025-04-17 00:00:00+00:00,73.11892
2025-04-18 00:00:00+00:00,73.119064
2025-04-21 00:00:00+00:00,73.11921
2025-04-22 00:00:00+00:00,73.11936
2025-04-23 00:00:00+00:00,73.11951
2025-04-24 00:00:00+00:00,73.119644
2025-04-25 00:00:00+00:00,73.11979
2025-04-28 00:00:00+00:00,73.119934
2025-04-29 00:00:00+00:00,73.12008
2025-04-30 00:00:00+00:00,73.12022
2025-05-01 00:00:00+00:00,73.12035
2025-05-02 00:00:00+00:00,73.12049
2025-05-05 00:00:00+00:00,73.12063
2025-05-06 00:00:00+00:00,73.12076
2025-05-07 00:00:00+00:00,73.120895
2025-05-08 00:00:00+00:00,73.121025
2025-05-09 00:00:00+00:00,73.12116
2025-05-12 00:00:00+00:00,73.12129
2025-05-13 00:00:00+00:00,73.12142
2025-05-14 00:00:00+00:00,73.12155
2025-05-15 00:00:00+00:00,73.12167
2025-05-16 00:00:00+00:00,73.1218
2025-05-19 00:00:00+00:00,73.121925
2025-05-20 00:00:00+00:00,73.122055
2025-05-21 00:00:00+00:00,73.12218
2025-05-22 00:00:00+00:00,73.1223
2025-05-23 00:00:00+00:00,73.12242
2025-05-26 00:00:00+00:00,73.12254
2025-05-27 00:00:00+00:00,73.122665
2025-05-28 00:00:00+00:00,73.12278
2025-05-29 00:00:00+00:00,73.122894
2025-05-30 00:00:00+00:00,73.12302
2025-06-02 00:00:00+00:00,73.12313
2025-06-03 00:00:00+00:00,73.123245
2025-06-04 00:00:00+00:00,73.12336
2025-06-05 00:00:00+00:00,73.123474
2025-06-06 00:00:00+00:00,73.12358
2025-06-09 00:00:00+00:00,73.123695
2025-06-10 00:00:00+00:00,73.1238
2025-06-11 00:00:00+00:00,73.12392
2025-06-12 00:00:00+00:00,73.12402
2025-06-13 00:00:00+00:00,73.12413
2025-06-16 00:00:00+00:00,73.12424
2025-06-17 00:00:00+00:00,73.12434
2025-06-18 00:00:00+00:00,73.12445
2025-06-19 00:00:00+00:00,73.12455
2025-06-20 00:00:00+00:00,73.12466
2025-06-23 00:00:00+00:00,73.124756
2025-06-24 00:00:00+00:00,73.124855
2025-06-25 00:00:00+00:00,73.12496
2025-06-26 00:00:00+00:00,73.12506
2025-06-27 00:00:00+00:00,73.12516
2025-06-30 00:00:00+00:00,73.12525
2025-07-01 00:00:00+00:00,73.12535
2025-07-02 00:00:00+00:00,73.12545
2025-07-03 00:00:00+00:00,73.12555
2025-07-04 00:00:00+00:00,73.12564
2025-07-07 00:00:00+00:00,73.12573
2025-07-08 00:00:00+00:00,73.125824
2025-07-09 00:00:00+00:00,73.125916
2025-07-10 00:00:00+00:00,73.126015
